"samplesize","efficiency","simulation","traindat.seed1","traindat.seed2","traindat.seed3","traindat.seed4","traindat.seed5","traindat.seed6","traindat.seed7","testdat.seed1","testdat.seed2","testdat.seed3","testdat.seed4","testdat.seed5","testdat.seed6","testdat.seed7"
100,"Max efficiency 0.1",243,541689739,652693849,598711783,676370472,624639125,775969965,133109926,512674728,183401425,436541726,725425464,599837869,794894718,669661495
100,"Max efficiency 0.1",244,738166862,698524224,39095537,922537839,888600227,260211142,272169647,378190338,933654911,794065948,77849142,344261080,679156129,432601644
100,"Max efficiency 0.1",245,43800793,911047640,384214854,293030007,746547868,266254543,769425737,568671223,256086469,662804374,470264656,662832482,522599048,570691844
100,"Max efficiency 0.1",246,399425940,967851286,981341085,667501788,677042907,167768878,216386362,440517052,344640468,335447147,101973723,217923196,738015130,428726939
100,"Max efficiency 0.1",247,887157368,535360088,546724453,748884584,183177381,747944030,441556830,25132950,968704721,584515564,552150872,449679206,467480345,153724339
100,"Max efficiency 0.1",248,873365754,521801373,736510888,12033589,701405443,5720273,380445433,368554358,376598846,836445074,975270158,798854488,473609087,170942867
100,"Max efficiency 0.1",249,251547407,978393200,990475893,753297901,262842369,391900955,796506267,449261081,33613432,564590359,631468907,363865428,328041884,313063841
100,"Max efficiency 0.1",250,230367837,892816682,888568343,665061900,413885710,856269875,202213461,969898496,839482134,319646876,566111167,899746903,443254461,98097010
100,"Max efficiency 0.1",251,242537277,991865535,837417694,961941811,751750237,889089709,910008646,44691090,497392406,243628171,24687652,450597696,763276094,740445310
100,"Max efficiency 0.1",252,518595143,179862667,674704525,832905415,588815281,136061875,357772993,818827815,641598537,712080273,381504363,216748156,400799709,701259982
100,"Max efficiency 0.1",253,916298457,370564015,113136467,699925644,129355055,11819859,338479257,237192340,471088046,709203231,440500906,273234630,412248577,774024950
100,"Max efficiency 0.1",254,840778147,109098668,569110077,640307245,726123374,473421810,922950535,574402527,599473969,308252431,555922788,25612470,187473333,326492536
100,"Max efficiency 0.1",255,642261697,56000008,154221614,346712254,374855912,884538042,567594951,731120790,965005778,911597730,903387005,530437680,39515110,281809966
100,"Max efficiency 0.1",256,309959621,905972485,613243864,840339383,510225223,974670902,636472389,178868775,303982435,606117730,492234100,357749826,734963993,938769108
100,"Max efficiency 0.1",257,338327407,13384820,854054335,94868353,441679603,133186078,379894394,395644986,94172410,728713376,276405590,345519094,69022291,496851809
100,"Max efficiency 0.1",258,205315319,735331020,692235509,91395103,532576346,389144106,282143471,988708310,353668192,455156121,872923994,408337599,634780506,2958138
100,"Max efficiency 0.1",259,678767400,642268478,585987688,463162735,692152607,959201658,145832668,544248109,174411828,235694195,340299855,185747371,186183918,292476514
100,"Max efficiency 0.1",260,150518537,322556208,671227910,121040142,360863232,581619889,916802292,238713835,193670526,674887456,252094463,45432745,139647953,822951677
100,"Max efficiency 0.1",261,321623999,821875977,892488054,733319415,15673798,363943270,875652475,176860962,345517770,138773586,60618612,773087339,539644065,916590463
100,"Max efficiency 0.1",262,853397252,558055605,720287598,341299929,83460004,283860390,82599208,270039916,454699770,219934474,296547012,823140227,754519218,127556784
100,"Max efficiency 0.1",263,697931924,204441384,174486544,5332103,841474055,219245125,831292389,825974120,69186406,204775171,719171030,27539905,582066908,849386645
100,"Max efficiency 0.1",264,110993437,871577313,726384937,360767401,672121997,204786825,279626594,605138903,851703787,254016223,817150031,811179692,67135604,141742226
100,"Max efficiency 0.1",265,583981451,192996662,559889618,418695177,967118833,846945065,327810250,660581268,926810431,532819270,801020824,181357609,718335956,687381292
100,"Max efficiency 0.1",266,863900972,660268029,96805362,498067542,786305427,663427317,639022300,798473443,346453465,885039367,589129021,472346825,394905565,780668094
100,"Max efficiency 0.1",267,657180834,839043133,15450636,429130154,386856214,940128814,960837795,293153299,876370934,239709720,67945578,289792004,157321821,855063101
100,"Max efficiency 0.1",268,237302219,191798246,99779036,481290543,998551751,880190784,389447284,522470471,410604158,304637981,84793953,775393261,725469999,256185000
100,"Max efficiency 0.1",269,273572970,405414027,769735828,988683573,845811265,519337498,793827470,846165839,357976248,421099289,728878838,953598425,115124133,542940942
100,"Max efficiency 0.1",270,33633958,760355291,168419289,312449767,998690383,12513997,143053421,602223327,374840620,103117194,586129485,984127152,158841571,14642590
100,"Max efficiency 0.1",271,971839481,954033848,369284492,755899111,36768809,361850374,434547982,630781887,514780035,218888547,165614323,790984836,723048231,804892207
100,"Max efficiency 0.1",272,619940296,424390911,328207811,302458552,311897662,177174295,413876294,588536380,135473540,626899385,546272285,694419885,19129273,91689329
100,"Max efficiency 0.1",273,196933552,319583218,865555176,109613348,946434405,10668599,281722963,882963893,212777991,848204753,695090738,621862144,129899445,600378457
100,"Max efficiency 0.1",274,959755491,578157326,778690037,220946624,125361376,834729861,292849734,431019591,78608842,11606701,124979355,620770142,332219774,35184944
100,"Max efficiency 0.1",275,512868041,706805927,439112464,59639113,830019255,793722384,877824623,335222305,859444807,316369614,834965795,757151724,887158861,587572020
100,"Max efficiency 0.1",276,551923517,888079470,922410024,778131726,866257375,673037229,688636693,951091658,827779510,622976980,590787032,46362001,841107689,155404069
100,"Max efficiency 0.1",277,987604302,105796355,444329151,713469124,699043098,376455058,286572586,24201535,688143515,405178621,755832339,682577747,396442871,788595792
100,"Max efficiency 0.1",278,427360189,671125449,327032245,990772031,407108170,255581461,159371016,371057673,210770879,905650878,528129277,130245943,776018109,493801405
100,"Max efficiency 0.1",279,33374507,483570535,789035610,685691601,243927762,34092496,674951656,386629486,276337599,516199267,281452985,547449888,67857015,403064987
100,"Max efficiency 0.1",280,332170375,996208191,512304548,906937511,849987910,295269141,744511440,442798217,465113035,817607626,171413611,261475727,601113055,51372324
100,"Max efficiency 0.1",281,832092076,817803232,332375952,761514389,504479544,580548545,252568223,737814895,776957721,617676642,513570508,857780196,260272158,445393242
100,"Max efficiency 0.1",282,871294602,341838963,54193235,355826961,883054058,587321575,596783954,357899271,111582529,399277585,429305732,762635784,576427700,557579395
100,"Max efficiency 0.1",283,103693337,188662451,640186944,961488331,707561330,907125921,620925100,478759310,606127601,624976032,368009844,116787691,400412270,222473990
100,"Max efficiency 0.1",284,780010561,109053127,790203564,507861970,871024502,131277619,602999265,818139364,160656424,993852949,332594912,412049018,599482730,302502159
100,"Max efficiency 0.1",285,302732627,517702165,722658912,117172853,399845727,31376671,987704795,372517235,446815709,148423387,277439773,935039467,971751597,838686702
100,"Max efficiency 0.1",286,309174630,945075181,429651110,949293096,914277699,568364199,430713673,138650902,737725698,390480079,145792003,983167627,604849408,373604809
100,"Max efficiency 0.1",287,702641804,2428097,622986819,286293179,375278034,160717143,606784450,125561498,720025757,459985978,58083476,659019977,888084686,494414302
100,"Max efficiency 0.1",288,722239130,395080808,622924763,655775448,615189133,400427870,162871764,92342619,589262371,82441062,754900605,928498082,570693645,393154180
100,"Max efficiency 0.1",289,396932128,241977027,577910339,997506123,149915992,540559396,707765723,756069215,179640105,514506696,700483373,23809028,139354692,197974860
100,"Max efficiency 0.1",290,502142989,747325768,744957987,615165869,58792343,539506633,217396495,999068582,59319915,795356363,59665073,883164112,823138833,280200436
100,"Max efficiency 0.1",291,697415484,522461222,347473307,84816854,382174133,315598201,308277093,134379449,25696743,554299119,259697833,435808610,325129108,423607644
100,"Max efficiency 0.1",292,313270215,300992041,812915714,105489136,816151494,282444786,267054034,776226333,404497679,169204669,466372083,447910585,368259725,520776950
100,"Max efficiency 0.1",293,567402000,891730797,624219073,780063040,554876555,755089332,145593443,444302224,739191182,869885786,330164525,43114797,546076693,512950142
100,"Max efficiency 0.1",294,173616356,599053761,659147143,636205289,528926264,155789337,469985017,905608882,930112994,54276503,803127708,592039882,24730549,449077934
100,"Max efficiency 0.1",295,958139472,645576935,240204939,41290713,777530536,364085518,783588725,883495173,88307840,777365857,681777767,410798158,502073681,403143498
100,"Max efficiency 0.1",296,917281743,740442589,912993273,206260520,791629406,751461385,941150097,19836618,93919387,583211744,896081445,603260531,977516372,216183704
100,"Max efficiency 0.1",297,873043969,339295304,605612821,126008243,314840901,500237030,407233542,662981570,972262413,81966495,352644302,374985300,704747860,618124373
100,"Max efficiency 0.1",298,722212880,341168440,884115901,782207572,334655292,99037466,883435230,436338318,632339265,127403680,915917129,401537751,9670326,265330861
100,"Max efficiency 0.1",299,332569744,285207247,474078541,875829054,256287907,480346265,56774974,479071867,88476549,541775923,726669659,299410629,125497347,421406376
100,"Max efficiency 0.1",300,386560101,526990929,182272416,451827484,463993366,539817911,215944984,998976219,641582046,235169953,460565917,654075867,898267895,736886994
100,"Max efficiency 0.1",301,879696317,865402705,761041393,621623969,823633772,697121487,706463987,681514209,648377652,554587104,141213099,962975494,519150582,726388288
100,"Max efficiency 0.1",302,870069477,683807823,3336378,56341343,670980338,127040850,648862685,385164327,474338802,599646651,846845472,413253930,297757622,226515031
100,"Max efficiency 0.1",303,640084130,272552850,116042880,592815997,997347255,615905541,391159445,496635362,377249793,836590293,19923786,721109369,6575505,403945457
100,"Max efficiency 0.1",304,240602220,126279663,108446790,272526465,654587247,460741484,607798405,413043517,781783671,338230766,971733386,702463190,979373986,154905145
100,"Max efficiency 0.1",305,865902297,513279914,870291607,560318517,141456006,535060072,985066073,496510180,725879479,712588649,784408983,639386792,485042719,234450732
100,"Max efficiency 0.1",306,319753397,75995635,881289357,811833588,214159109,323088638,998687338,572458741,382984396,727917014,730967973,912646300,750382853,790098768
100,"Max efficiency 0.1",307,377821815,156526076,933472757,360058363,997888205,846658203,865101515,893225598,896280832,260004919,611138226,981000040,609782039,837602842
100,"Max efficiency 0.1",308,441091013,494007611,321112443,145428099,963152931,149368281,19548620,352747818,34018912,615686910,691756992,599800399,424646297,835042548
100,"Max efficiency 0.1",309,108019755,237009198,90176775,154608578,156424578,496817191,320762729,541517318,707919261,504824941,850828617,91553016,431796790,671080615
100,"Max efficiency 0.1",310,818420250,281257805,214639249,277698796,203959275,490787553,395637600,845490757,33981919,72342790,221537219,735229384,908161120,43493528
100,"Max efficiency 0.1",311,428731319,926297352,984195662,489561432,334625973,713115080,112819708,39290443,521831749,766978125,253654405,905486038,189320034,329774173
100,"Max efficiency 0.1",312,780055480,136268238,969616379,300876012,737467597,165723005,24222109,429769671,337451329,462230109,433770378,233399562,4582188,577127775
100,"Max efficiency 0.1",313,824259992,996509547,848040116,651637144,178305211,801386454,603199471,494047847,453394157,554264527,743596598,313718,325254962,532497825
100,"Max efficiency 0.1",314,417146205,358734647,713139202,667327855,568881995,653999214,891798008,678075509,754979022,941269878,99694149,10338811,790172634,470903737
100,"Max efficiency 0.1",315,483759237,396936479,135228965,183580205,631783111,404021230,733270483,211548260,801837278,518375079,167553999,294443872,633382244,862073453
100,"Max efficiency 0.1",316,83981942,26136392,389701625,276563581,167850312,36062697,680409769,757875210,603683767,92146938,472485425,934077729,853560249,829255996
100,"Max efficiency 0.1",317,198350403,287445654,856286173,826424135,229143149,715492988,821382441,134120118,919781177,115384471,407267977,225975281,103819911,222745296
100,"Max efficiency 0.1",318,350682761,749582830,204404536,523545569,6226139,130138042,287201246,734650000,710832526,173676043,288861127,185976090,446547990,856970987
100,"Max efficiency 0.1",319,930423151,936904161,723038352,192996778,627418240,209682564,693068101,500363411,189734307,167860974,511121840,873514879,910189560,885484761
100,"Max efficiency 0.1",320,584951289,778009690,662624507,727452818,407835487,714316448,713197202,573643037,680607016,355478038,78645206,354510154,435965286,556817912
100,"Max efficiency 0.1",321,770765679,497546046,680089267,926476784,676713911,909157419,218181981,512623880,143094389,142465227,435145777,381667055,530521779,517343596
100,"Max efficiency 0.1",322,543123944,993046772,47792531,189628957,865347870,461191790,180211362,57775878,125336486,733395569,787751845,937061647,484472087,448775158
100,"Max efficiency 0.1",323,713542230,987380116,447537988,934799701,479216554,517273099,294900351,71141685,370132821,142707115,317228972,158965659,806871397,337577801
100,"Max efficiency 0.1",324,215517113,341020897,705456025,497107457,285828456,413103788,632963310,461597215,54332935,717292427,687913439,566562220,551907339,708552139
100,"Max efficiency 0.1",325,304908880,560061136,136008343,703565701,321572245,40038001,66519811,360125206,261668643,52598874,232354087,271091185,701780396,307413782
100,"Max efficiency 0.1",326,336680140,590899406,80690561,428015181,707260458,823333820,615721441,885248977,991038119,964256940,694221886,116539074,636897146,200037728
100,"Max efficiency 0.1",327,642592001,126025610,821942813,270264343,132049670,814400703,544364260,319353521,104776071,276875074,380050765,977911563,235645591,721997510
100,"Max efficiency 0.1",328,962893393,524538598,736645737,554240666,762054688,263661051,847054534,445744377,804719837,557829468,600760738,228654348,820614676,626949965
100,"Max efficiency 0.1",329,161958448,682093128,788806167,289445703,929324104,295822526,133555849,592470028,680128353,730568544,453626006,571626461,445883390,230874282
100,"Max efficiency 0.1",330,845378273,651912320,813343613,407994113,115928929,408789918,19588015,294472198,471350806,618139430,635690128,896188573,290735896,463200312
100,"Max efficiency 0.1",331,458057038,605181161,962486130,292912559,217192758,109881924,708498224,525509700,741362500,223964576,262005591,879417134,725191659,773190798
100,"Max efficiency 0.1",332,971877303,659342853,915907266,632091320,667913342,623806062,285702022,967052081,976124704,948135255,655919815,989915086,133082159,397928836
100,"Max efficiency 0.1",333,729963391,471740876,241910492,941029706,626574548,454259042,3725733,951827929,684423050,615427256,917081317,125086217,780866325,621806566
100,"Max efficiency 0.1",334,971872922,555142000,744096904,67832398,128206510,268621061,418762504,622016984,957629300,568205283,67525107,165707110,394527322,620366026
100,"Max efficiency 0.1",335,243275747,318938470,803092193,574397338,572905864,365040798,932046027,956496235,621704688,877765186,733598909,383442139,798906041,561970688
100,"Max efficiency 0.1",336,607504048,787285004,220887054,718891963,984763324,162548871,123821211,714382351,309711413,582935046,696125641,142306674,974439719,538090979
100,"Max efficiency 0.1",337,12300419,54198065,621826381,77316176,551503971,610551302,494289818,95167141,751036754,443333670,103054996,737561333,273404879,345658898
100,"Max efficiency 0.1",338,924630202,223267131,843598864,436342077,713199215,719899122,860362815,310082250,561529155,545415313,299769163,907536301,43702928,808725857
100,"Max efficiency 0.1",339,294764093,362483883,239558939,507487432,627976958,14990222,767566736,287282992,51460288,135346136,786230854,448378366,218097561,304241414
100,"Max efficiency 0.1",340,288671156,317335079,385870097,199427151,197332245,304431717,625324228,82731838,941727345,344837134,87547393,665093549,30778718,67868600
100,"Max efficiency 0.1",341,941763485,418244368,448720316,614805868,996876049,50846765,670683878,753559298,241318281,860791003,37242926,705381223,31492728,583930955
100,"Max efficiency 0.1",342,376473007,220655853,412831631,255391311,945578624,248314137,370337214,431931091,594647478,859326979,379030712,339243057,403048156,820817317
100,"Max efficiency 0.1",343,714211029,40585922,832403387,336863885,306991700,799948425,416029311,832090378,890847291,92709207,790850256,783992837,588174732,410329305
100,"Max efficiency 0.1",344,396087712,312448396,730259760,756369635,421520451,517211586,273062299,578288134,525906578,878019322,306539277,299404306,266421641,535424929
100,"Max efficiency 0.1",345,825894671,377014957,754651239,496631681,102857684,776008974,373446609,894239005,216273509,488914470,543559483,132222606,430994144,953905044
100,"Max efficiency 0.1",346,172507922,488672997,749019531,266685623,507042549,779877754,436599007,259448404,140682643,675797713,999001070,406613850,908592503,468693322
100,"Max efficiency 0.1",347,81072863,195420924,951136521,761444914,144530368,151739104,120665458,941750472,281992668,472046524,710744852,834627698,695844586,370667460
100,"Max efficiency 0.1",348,120434980,901012730,24722885,240372451,210386745,443312161,167021305,610111303,965754833,59329377,976162443,938317471,964263694,592102512
100,"Max efficiency 0.1",349,686232885,836772314,367714080,433684060,347852533,534047193,578695592,200507008,199311837,437812010,918877044,383575274,345553181,92232772
100,"Max efficiency 0.1",350,295556118,385194348,180005591,220647992,563961992,566275030,226206097,407628905,534940409,188094246,934609671,601966974,223089587,754586554
100,"Max efficiency 0.1",351,97900391,382451077,796823754,977359739,74783291,597553416,339574801,695737370,874229813,11196444,656582252,773123496,221806748,453388691
100,"Max efficiency 0.1",352,84736166,171126309,630689591,654215805,742824260,779956094,842111471,595308444,213465645,418075439,297586302,863520473,218262313,946184662
100,"Max efficiency 0.1",353,655493030,251217126,910862667,569262163,333444316,32225997,409815264,950363723,578368111,810158069,765630790,28205090,763258337,701346193
100,"Max efficiency 0.1",354,566219204,341839904,555210568,927020421,326921216,836670466,543030392,391563363,406032206,214076310,277806576,90239633,696244758,65502646
100,"Max efficiency 0.1",355,617265686,524369128,284394144,628752507,706058383,604741549,721030333,167559947,681826087,806695882,274246839,828117579,509430758,224164267
100,"Max efficiency 0.1",356,527148993,609567676,711729975,108102543,170528456,571530228,500838498,390428929,75727464,255211518,82116795,235178948,613630190,472990153
100,"Max efficiency 0.1",357,394798449,303191289,716440037,59423118,865246665,853163301,489889660,738360985,154382380,935053903,788777667,952498550,500812972,950279032
100,"Max efficiency 0.1",358,433372466,962268335,945727567,954612154,234910042,426457522,28701581,630156145,749749654,61184699,271097691,907409598,685189992,800910291
100,"Max efficiency 0.1",359,469207767,10821038,638346974,798593415,151923478,422236127,753421545,974468440,621856856,421073269,904636009,408711505,987153267,851830745
100,"Max efficiency 0.1",360,567981262,248328462,851427577,560100528,233818468,784832689,168387362,863097839,420798648,204372312,973250613,513732639,749410979,726503684
100,"Max efficiency 0.1",361,590204625,537371394,785185325,261351987,118953145,535967520,473025645,918722385,224677606,965380627,377323549,29299034,791137465,691839786
100,"Max efficiency 0.1",362,128624183,21100050,314547152,74169135,380405355,87106806,966322110,739020574,887516542,176669425,465509378,531322521,279617931,265238189
100,"Max efficiency 0.1",363,248341642,325013364,664370458,808852521,32648003,262387003,432125425,268694906,263547019,177169066,510430012,764106329,602781398,734692206
100,"Max efficiency 0.1",364,636754709,882472779,740392674,5578742,32800999,47701477,95645282,142914094,245383200,342578532,162185713,920155194,3637068,212658261
100,"Max efficiency 0.1",365,795662688,876579815,247218025,280883694,271417610,517970680,262819329,404895935,201310957,767972654,243204750,82446229,902564842,409898708
100,"Max efficiency 0.1",366,398076675,16992167,945382604,313207649,874597290,679175205,170386661,847912654,150161782,580785596,225007658,193044257,137231604,939537882
100,"Max efficiency 0.1",367,616004758,610560472,656039572,874287856,723020031,116199743,640255703,253890756,444098296,199785484,287394698,273380576,730381519,29913407
100,"Max efficiency 0.1",368,821909319,209394016,782025494,73438171,441390802,950209237,990066676,760218166,768992477,957570104,270033079,642171318,809708483,350820761
100,"Max efficiency 0.1",369,819154808,532068367,654543724,721028395,741040258,228306026,826875853,588198284,147943694,198645345,502126403,379473792,713406216,417096992
100,"Max efficiency 0.1",370,281098009,244904742,996801221,530316785,731508984,651834951,855679591,932950894,761305228,349388034,806274231,856012171,900835705,349593148
100,"Max efficiency 0.1",371,144020711,990663131,914947769,824407068,335437953,665665409,134115873,111032997,983603,502591215,191173946,448210614,788503509,295244137
100,"Max efficiency 0.1",372,786537532,578311764,909508437,976178806,525981521,539810652,492374796,414884842,581892789,877424380,52693377,673719795,888794122,278940022
100,"Max efficiency 0.1",373,603856934,954811982,590019611,399606093,412208199,260350756,603779005,524254878,328137635,412282784,618722089,394831822,155077521,349606125
100,"Max efficiency 0.1",374,962117206,562891887,286616194,447703016,648876304,30152953,241085932,667766177,983048317,766694721,295421972,752313727,518909431,761811779
100,"Max efficiency 0.1",375,875706444,796427474,623831410,832635495,294439114,898240041,74614588,374288689,865708421,21982467,672265469,563531683,316076017,271228217
100,"Max efficiency 0.1",376,347830977,137383665,939226012,780049347,472249110,758039550,444269972,301588256,327868316,620232491,863417410,408433780,417541333,756979098
100,"Max efficiency 0.1",377,637866376,677429564,984926884,851856479,687134762,811635356,225796463,390034345,228357801,100781390,594961217,634085868,881051034,789234905
100,"Max efficiency 0.1",378,211208809,113465331,861734056,282831192,275057161,682385314,714928643,969307438,228685545,644084733,213325693,702353818,526295882,977738684
100,"Max efficiency 0.1",379,437238964,55941235,823626728,789505489,61451117,485948280,450607078,623629862,572264779,25552169,486479626,299514547,573823965,215545120
100,"Max efficiency 0.1",380,243088028,961734817,255110381,131492282,773863321,979578914,676817726,995431517,812921741,804856354,587396808,458534718,83918961,549321543
100,"Max efficiency 0.1",381,198880364,179430221,244673807,767926305,597103206,955439675,269401885,380365766,845979806,238603250,182760060,248821856,541765388,619755981
100,"Max efficiency 0.1",382,689473170,398857172,470726617,862298914,951468568,870455548,981087525,750792249,328656803,436088040,746164393,215434739,209839334,242025123
100,"Max efficiency 0.1",383,943917339,376152839,220106386,81578211,700721354,964107,856791819,278707521,99718940,572817309,354222191,763671530,221556842,275043883
100,"Max efficiency 0.1",384,826131217,645787107,643869282,909296142,278462573,921423704,119498092,877662264,81030405,632791554,85803263,127743085,725402147,725759765
100,"Max efficiency 0.1",385,101189633,433802203,713207094,857373119,729478818,241251179,469174508,692372264,385008888,555554247,792453706,562454754,343487679,17652530
100,"Max efficiency 0.1",386,835449308,95163233,515988468,292006468,847380613,860094831,737415724,846973976,967913672,280961638,42480870,175140352,587166527,69009389
100,"Max efficiency 0.1",387,946973336,418164533,615813656,394673648,952105712,664489818,559408798,407485822,712790672,115100498,773751700,661818368,169369771,229421914
100,"Max efficiency 0.1",388,580341035,524138351,987341574,66130063,164039411,352736485,393130057,900085896,134285996,947391293,768206089,927720806,445621390,991362151
100,"Max efficiency 0.1",389,789905535,308700221,47530894,973639397,451184159,271649278,475292899,106425731,843797609,294402821,2330843,360205208,958143487,248981873
100,"Max efficiency 0.1",390,527479487,666503496,274210165,461992991,504036711,460917178,351717989,838931836,90601232,993476075,599775580,829246010,933216486,621325961
100,"Max efficiency 0.1",391,268975407,101774942,716624174,125161425,172544365,102567412,346318875,323713619,591393562,572307155,122133534,131744430,111071291,249480747
100,"Max efficiency 0.1",392,968883648,931221641,961704814,722753089,991949707,601670164,661227448,319209000,9893039,344779137,584504691,831783903,481608639,282238883
100,"Max efficiency 0.1",393,870641323,936208326,544874122,714961154,720686842,719428997,53496036,914557902,591108875,565830683,588643048,195127725,490019992,220001827
100,"Max efficiency 0.1",394,997818877,47562941,662023088,130583636,353101899,22135498,203493972,417606932,694996703,940632970,94372492,618492636,645634724,414635480
100,"Max efficiency 0.1",395,255215729,822988808,987745207,723930443,34160120,1327007,572877984,455704191,37764109,177904249,50569180,628235944,72812000,241005757
100,"Max efficiency 0.1",396,322149599,215102975,734370538,711349952,51646268,292194195,277388081,572233631,569278617,459063748,391805884,765184743,155526336,970514722
100,"Max efficiency 0.1",397,969592951,576099752,932125283,670609540,180846959,282834724,198595603,247721937,737613211,291096329,609391172,878179773,60022501,377638118
100,"Max efficiency 0.1",398,364354267,420730649,985291113,295019419,566644208,976147432,551975986,186720355,356756157,717923850,70730079,623795014,813896763,900989487
100,"Max efficiency 0.1",399,97019043,216368824,727765757,575163774,872209325,258542494,342539629,22518438,668828636,569207915,770960729,347571058,336458528,683258392
100,"Max efficiency 0.1",400,386154026,692610009,179281743,606556692,901619583,181704283,646082288,664255147,168533902,729656640,532459442,60097492,985066144,172487013
100,"Max efficiency 0.1",401,584890358,781002011,812988388,386035536,68261510,477007550,178237351,318768031,204988034,964961088,244230328,185985826,515491577,828819284
100,"Max efficiency 0.1",402,213415219,525769078,530431087,910735061,815386053,419709598,840512663,193837465,228167665,894528657,151574197,643263143,740295988,827205736
100,"Max efficiency 0.1",403,554147174,959120609,279028262,370870492,645448483,350400287,888653226,489657534,11352226,798010662,197491863,375709873,960014524,770761113
100,"Max efficiency 0.1",404,390037717,415914017,125160063,449031071,785035339,730789833,984062769,762211089,307090310,868789265,97990291,828001032,287231270,10129039
100,"Max efficiency 0.1",405,163087503,927936726,370349548,798375928,159134411,153320506,729517436,844302036,244571045,385863585,972546411,333978738,424277629,53885743
100,"Max efficiency 0.1",406,805169260,886151490,984983522,64008194,347410959,150615272,960390967,639305586,76798516,233269954,945888817,499635233,462541180,196137349
100,"Max efficiency 0.1",407,590205875,543629679,551045655,295634531,749719854,186919950,384756362,181963910,610989639,177495048,893721869,564244070,109560120,232111049
100,"Max efficiency 0.1",408,950699543,386282022,566668744,610207364,753164473,778796695,211198134,125761578,45091750,560829576,465775664,939571036,527282675,490384930
100,"Max efficiency 0.1",409,685946885,491408322,144984253,852336137,966474198,300633436,80180475,125418561,591993902,804390167,690932605,109719322,993034553,589961912
100,"Max efficiency 0.1",410,685607925,969723122,266535715,573100718,171072515,625941870,306553758,209321812,702989471,674321271,286184157,621353056,948227185,859584551
100,"Max efficiency 0.1",411,357870007,57410319,530119846,17312901,109665315,591751930,673802365,621714172,656756926,623366596,99717781,394849505,738278708,823464523
100,"Max efficiency 0.1",412,68047104,911492917,904020209,515414898,416014528,738396388,26055268,659599125,596064674,124040280,427749251,536494782,256362854,563509431
100,"Max efficiency 0.1",413,637684256,348156943,766014019,68799333,343430750,933496413,137417700,497911526,859058896,798931193,395932433,936508763,405890038,865941269
100,"Max efficiency 0.1",414,579338528,142793185,611606765,795270458,619859768,753336522,475018819,446611956,679688172,519678221,691346141,489254576,756602038,85379869
100,"Max efficiency 0.1",415,385801697,426248615,959895198,400236798,564151948,111229032,692978117,99236200,202905127,207759780,638787093,744793053,796896862,123837850
100,"Max efficiency 0.1",416,349761377,308846072,347208936,261962170,616769642,218531011,436331862,533039781,397041349,851558638,938819999,378933785,476863507,530404363
100,"Max efficiency 0.1",417,433954991,673710451,932041292,5215509,422185434,928683923,250021815,55893303,132496327,209602897,779967321,834216126,721195145,748803452
100,"Max efficiency 0.1",418,790033285,197766665,44770902,740966048,933955392,884769533,265812849,529773072,484734279,3001105,514821757,806742260,136687052,940391060
100,"Max efficiency 0.1",419,833055744,92217120,249627900,788058378,832020858,667160456,887874243,805715582,31129154,798188730,972579652,203722339,345736715,823316293
100,"Max efficiency 0.1",420,247479760,402517708,986996160,535755488,638093287,741184317,731304509,152381422,38203323,396369006,778531667,650910760,96902326,1056755
100,"Max efficiency 0.1",421,473745155,570044436,821288912,645579585,391242966,230332620,563548100,725148911,911797916,190565602,945038529,765999335,414336633,906930136
100,"Max efficiency 0.1",422,720936388,92958873,998972529,852079854,335351209,696630662,162982742,103692134,200087003,577478422,617691821,186779043,437210999,475562414
100,"Max efficiency 0.1",423,731607874,170786356,460075532,765436564,769860569,649867327,459857381,460889595,297495856,613327140,9382475,850399524,358295087,284752055
100,"Max efficiency 0.1",424,408838881,578630355,94330761,4203598,606876164,566868768,443097256,783990662,689260251,633228865,57851279,456895785,691279080,756957069
100,"Max efficiency 0.1",425,308175547,746498151,645458940,162920061,679454505,602021400,357207924,515295586,677648250,463373871,686910649,816634444,444346317,678448686
100,"Max efficiency 0.1",426,51600707,832027957,530029001,124283977,786310965,918126146,93560499,202964420,458842131,678715569,658888546,331199096,9777194,911416295
100,"Max efficiency 0.1",427,364929960,880818088,161837723,32040298,887231376,559386715,144113748,98495557,718369478,657392782,929911387,202178927,575305157,907526038
100,"Max efficiency 0.1",428,971318191,18702142,504158000,607667296,355987856,403559047,688488446,682898102,576172713,957514400,697319570,67922540,388428951,447093439
100,"Max efficiency 0.1",429,686668693,854632030,20341821,722538983,292648215,186911851,212776490,278931090,414123336,762607916,660359639,59912805,457188173,700089906
100,"Max efficiency 0.1",430,297884100,737438414,348068467,693894051,549125401,53081076,331215789,727073901,548198564,19738879,359770211,927234100,29030202,167031784
100,"Max efficiency 0.1",431,924039807,662448967,624414710,612522807,685738599,561034971,913558869,236802947,177517557,98934717,825095642,179264879,450014382,29491940
100,"Max efficiency 0.1",432,845422346,765168935,515705137,27569137,28004449,297713138,806965464,779461089,56074226,208455487,252627133,188920349,91956140,765143463
100,"Max efficiency 0.1",433,357178008,327245938,973080662,837438087,822488878,441911636,377926014,899750668,377384773,736570631,761956211,229773295,125541739,679824720
100,"Max efficiency 0.1",434,265016945,181556290,992601811,149124886,515090666,198809111,455936014,183801396,360854422,755673586,321906242,332682761,945552464,21157818
